id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-012513,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,188,negative,d1
train-012515,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,334,positive,d3
train-012516,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,278,positive,d1
train-012517,train,le128|zero|d1|algebra,algebra,103,zero,d1
train-012518,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,172,positive,d2
train-012519,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,156,positive,d3
train-012520,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,259,positive,d3
train-012521,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,198,positive,d1
train-012522,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,221,positive,d2
train-012523,train,129_256|positive|d1|geometry,geometry,193,positive,d1
train-012524,train,le128|positive|d3|number_theory,number_theory,97,positive,d3
train-012525,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,181,positive,d3
train-012526,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,257,positive,d4_5
train-012527,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,68,positive,d2
train-012528,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,73,positive,d3
train-012529,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,179,positive,d3
train-012530,train,257_512|positive|d1|algebra,algebra,482,positive,d1
train-012531,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,257,positive,d1
train-012532,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,122,positive,d3
train-012533,train,129_256|positive|d2|algebra,algebra,233,positive,d2
train-012534,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,314,positive,d4_5
train-012535,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,335,positive,d2
train-012536,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,55,positive,d1
train-012537,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,214,positive,d2
train-012538,train,257_512|positive|d4_5|algebra,algebra,487,positive,d4_5
train-012539,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,59,positive,d3
train-012540,train,129_256|positive|d1|geometry,geometry,192,positive,d1
train-012541,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,117,positive,d2
train-012542,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,117,positive,d1
train-012543,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,238,positive,d2
train-012544,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,184,positive,d1
train-012545,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,205,positive,d2
train-012546,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,319,positive,d2
train-012547,train,257_512|positive|d2|geometry,geometry,426,positive,d2
train-012548,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,393,positive,d2
train-012549,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,78,positive,d4_5
train-012550,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,336,positive,d2
train-012551,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,305,positive,d3
train-012552,train,gt512|positive|d1|geometry,geometry,728,positive,d1
train-012553,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,218,positive,d1
train-012554,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,137,positive,d1
train-012555,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,233,positive,d4_5
train-012556,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,448,positive,d1
train-012557,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,120,positive,d1
train-012558,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,420,positive,d2
train-012559,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,408,positive,d2
train-012560,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,202,positive,d2
train-012561,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,113,positive,d2
train-012562,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,437,positive,d2
train-012563,train,le128|positive|d1|algebra,algebra,94,positive,d1
train-012564,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,187,positive,d1
train-012565,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,242,positive,d1
train-012566,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,123,positive,d2
train-012567,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,164,positive,d2
train-012568,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,106,positive,d2
train-012569,train,129_256|positive|d2|algebra,algebra,138,positive,d2
train-012570,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,150,positive,d4_5
train-012571,train,le128|positive|d1|algebra,algebra,84,positive,d1
train-012572,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,260,positive,d2
train-012573,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,416,positive,d4_5
train-012574,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,166,positive,d1
train-012575,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,142,positive,d1
train-012576,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,412,positive,d2
train-012577,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,85,positive,d1
train-012578,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,191,positive,d2
train-012579,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,157,positive,d3
train-012580,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,86,positive,d2
train-012581,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,297,positive,d4_5
train-012582,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,206,positive,d2
train-012583,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,334,positive,d2
train-012584,train,129_256|positive|d2|geometry,geometry,213,positive,d2
train-012585,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,285,positive,d2
train-012586,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,184,positive,d4_5
train-012587,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,114,positive,d2
train-012588,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,225,positive,d2
train-012589,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,288,positive,d3
train-012590,validation,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,409,positive,d3
train-012591,train,129_256|positive|d3|algebra,algebra,222,positive,d3
train-012592,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,331,positive,d3
train-012593,validation,257_512|positive|d3|geometry,geometry,287,positive,d3
train-012594,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,365,positive,d2
train-012595,train,257_512|positive|d3|number_theory,number_theory,397,positive,d3
train-012596,train,129_256|positive|d1|algebra,algebra,150,positive,d1
train-012597,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,214,positive,d2
train-012598,validation,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,653,positive,d3
train-012599,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,206,positive,d3
train-012600,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,154,positive,d3
train-012601,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,27,positive,d3
train-012602,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,200,positive,d2
train-012603,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,405,positive,d2
train-012604,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,309,positive,d2
train-012605,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,273,positive,d2
train-012606,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,358,positive,d1
train-012607,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,176,positive,d2
train-012608,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,410,positive,d1
train-012609,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,379,positive,d2
train-012610,train,129_256|positive|d6_plus|number_theory,number_theory,139,positive,d6_plus
train-012611,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,291,positive,d1
train-012612,train,257_512|positive|d1|geometry,geometry,300,positive,d1
train-012613,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,244,positive,d3
train-012614,train,129_256|positive|d3|number_theory,number_theory,177,positive,d3
train-012615,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,172,positive,d3
train-012616,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,290,positive,d2
train-012617,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,328,positive,d4_5
train-012618,train,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,193,positive,d6_plus
train-012619,train,129_256|positive|d1|number_theory,number_theory,233,positive,d1
train-012620,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,281,positive,d2
train-012621,train,257_512|positive|d3|algebra,algebra,377,positive,d3
train-012622,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,321,positive,d2
train-012623,train,257_512|positive|d2|combinatorics_probability,combinatorics_probability,344,positive,d2
train-012624,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,328,positive,d2
train-012626,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,167,positive,d3
train-012627,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,302,positive,d1
train-012628,train,le128|positive|d3|algebra,algebra,100,positive,d3
train-012629,validation,129_256|positive|d2|geometry,geometry,152,positive,d2
train-012630,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,389,positive,d2
train-012631,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,163,positive,d2
train-012632,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,287,positive,d2
train-012633,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,367,positive,d4_5
train-012634,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,183,positive,d1
train-012635,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,178,positive,d2
train-012636,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,406,positive,d4_5
train-012637,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,178,positive,d2
train-012638,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,365,positive,d2
train-012639,train,257_512|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,399,positive,d6_plus
train-012640,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,152,positive,d1
train-012641,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,397,positive,d2
train-012642,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,418,positive,d1
train-012643,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,232,positive,d2
train-012644,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,196,positive,d1
train-012645,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,135,positive,d2
train-012646,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,277,positive,d2
train-012647,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,98,positive,d1
train-012648,train,le128|positive|d1|number_theory,number_theory,51,positive,d1
train-012649,train,129_256|positive|d1|geometry,geometry,201,positive,d1
train-012650,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,129,positive,d4_5
train-012651,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,260,positive,d4_5
train-012652,validation,129_256|positive|d3|algebra,algebra,200,positive,d3
train-012653,train,le128|zero|d1|algebra,algebra,103,zero,d1
train-012654,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,190,positive,d1
train-012655,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,136,positive,d1
train-012656,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,126,positive,d2
train-012657,train,gt512|positive|d2|geometry,geometry,518,positive,d2
train-012658,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,143,positive,d2
train-012659,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,367,positive,d4_5
train-012660,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,350,positive,d2
train-012661,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,245,positive,d2
train-012662,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,268,positive,d2
train-012663,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,345,positive,d3
train-012664,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,227,positive,d3
train-012665,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,146,positive,d1
train-012666,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,274,positive,d2
train-012667,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,118,positive,d1
train-012668,train,257_512|positive|d2|geometry,geometry,403,positive,d2
train-012669,train,le128|positive|d6_plus|number_theory,number_theory,76,positive,d6_plus
train-012670,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,233,positive,d2
train-012671,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,195,positive,d1
train-012672,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,260,positive,d2
train-012673,train,129_256|positive|d1|number_theory,number_theory,170,positive,d1
train-012674,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,1080,positive,d1
train-012675,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,297,positive,d1
train-012676,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,297,positive,d2
train-012677,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,116,positive,d2
train-012678,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,195,positive,d3
train-012679,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,269,positive,d1
train-012680,train,129_256|positive|d2|geometry,geometry,168,positive,d2
train-012681,validation,129_256|positive|d4_5|geometry,geometry,188,positive,d4_5
train-012682,validation,257_512|positive|d2|geometry,geometry,384,positive,d2
train-012683,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-012684,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,309,positive,d1
train-012685,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,226,positive,d2
train-012686,validation,257_512|positive|d1|number_theory,number_theory,278,positive,d1
train-012687,train,129_256|positive|d3|algebra,algebra,187,positive,d3
train-012688,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,118,positive,d2
train-012689,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,112,positive,d3
train-012690,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,233,positive,d1
train-012691,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,286,positive,d3
train-012692,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,129,positive,d1
train-012693,train,257_512|positive|d2|geometry,geometry,444,positive,d2
train-012695,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,149,positive,d2
train-012696,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,155,positive,d3
train-012697,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,365,positive,d3
train-012698,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,148,positive,d2
train-012699,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-012700,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,282,positive,d1
train-012701,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,195,positive,d1
train-012702,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,175,positive,d2
train-012703,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,98,positive,d1
train-012704,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,494,positive,d1
train-012705,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,244,positive,d1
train-012706,train,129_256|positive|d4_5|geometry,geometry,159,positive,d4_5
train-012707,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,133,positive,d2
train-012708,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,146,positive,d2
train-012709,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,402,positive,d2
train-012710,train,le128|positive|d2|number_theory,number_theory,107,positive,d2
train-012711,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,79,positive,d1
train-012712,validation,le128|positive|d1|number_theory,number_theory,119,positive,d1
train-012713,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,160,positive,d1
train-012714,train,257_512|positive|d1|geometry,geometry,347,positive,d1
train-012715,train,le128|negative|d3|arithmetic_word_problem,arithmetic_word_problem,117,negative,d3
train-012716,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,282,positive,d3
train-012717,train,129_256|positive|d2|algebra,algebra,141,positive,d2
train-012718,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,149,positive,d2
train-012719,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,93,positive,d2
train-012720,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,158,positive,d3
train-012721,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,83,positive,d1
train-012722,train,129_256|positive|d1|algebra,algebra,244,positive,d1
train-012723,train,257_512|positive|d2|geometry,geometry,307,positive,d2
train-012724,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,211,positive,d1
train-012725,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,374,positive,d3
train-012726,train,129_256|positive|d2|geometry,geometry,147,positive,d2
train-012727,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,464,positive,d3
train-012728,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,106,positive,d2
train-012729,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,112,positive,d1
train-012730,train,gt512|positive|d4_5|algebra,algebra,560,positive,d4_5
train-012731,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,151,positive,d3
train-012732,validation,257_512|positive|d1|geometry,geometry,276,positive,d1
train-012733,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,254,positive,d2
train-012734,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,117,positive,d1
train-012735,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,244,positive,d2
train-012736,train,257_512|positive|d2|geometry,geometry,480,positive,d2
train-012737,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,261,positive,d2
train-012738,train,129_256|positive|d2|geometry,geometry,251,positive,d2
train-012739,train,le128|positive|d1|number_theory,number_theory,117,positive,d1
train-012741,train,le128|positive|d2|number_theory,number_theory,64,positive,d2
train-012742,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,185,positive,d2
train-012743,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,256,positive,d2
train-012744,train,129_256|negative|d2|algebra,algebra,168,negative,d2
train-012745,train,le128|positive|d1|geometry,geometry,113,positive,d1
train-012746,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,247,positive,d1
train-012747,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,229,positive,d1
train-012748,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,242,positive,d2
train-012749,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,390,positive,d3
train-012750,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,284,positive,d3
train-012751,train,le128|positive|d4_5|algebra,algebra,80,positive,d4_5
train-012752,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-012753,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,153,positive,d2
train-012754,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,189,positive,d2
train-012755,train,257_512|positive|d6_plus|geometry,geometry,386,positive,d6_plus
train-012756,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,407,positive,d3
train-012757,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,163,positive,d1
train-012758,validation,129_256|positive|d3|geometry,geometry,251,positive,d3
train-012759,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,356,positive,d1
train-012760,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,191,positive,d2
train-012761,train,129_256|positive|d4_5|combinatorics_probability,combinatorics_probability,246,positive,d4_5
train-012762,train,gt512|positive|d3|geometry,geometry,643,positive,d3
train-012763,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,286,positive,d3
train-012764,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,214,positive,d4_5
train-012765,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,183,positive,d1
train-012766,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,248,positive,d2
train-012767,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,245,positive,d3
train-012768,train,129_256|positive|d3|geometry,geometry,140,positive,d3
train-012769,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,167,positive,d2
train-012770,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,123,positive,d2
train-012771,train,129_256|positive|d1|algebra,algebra,220,positive,d1
train-012772,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,350,positive,d2
train-012773,train,129_256|zero|d1|geometry,geometry,194,zero,d1
train-012774,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,348,positive,d3
train-012775,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,227,positive,d4_5
train-012776,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,132,positive,d2
train-012777,train,le128|positive|d1|number_theory,number_theory,53,positive,d1
train-012778,train,le128|positive|d1|geometry,geometry,101,positive,d1
train-012779,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,208,positive,d4_5
train-012780,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,181,positive,d1
train-012781,train,257_512|positive|d1|algebra,algebra,302,positive,d1
train-012782,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,268,positive,d1
train-012783,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,235,positive,d1
train-012784,validation,129_256|positive|d2|geometry,geometry,236,positive,d2
train-012785,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,73,positive,d1
train-012786,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,179,positive,d1
train-012787,validation,129_256|positive|d2|combinatorics_probability,combinatorics_probability,135,positive,d2
train-012788,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,119,positive,d2
train-012789,train,129_256|positive|d2|geometry,geometry,182,positive,d2
train-012790,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,267,positive,d2
train-012791,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,74,positive,d2
train-012792,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,81,positive,d1
train-012793,train,129_256|positive|d1|number_theory,number_theory,162,positive,d1
train-012794,train,129_256|positive|d1|algebra,algebra,134,positive,d1
train-012795,train,le128|positive|d2|number_theory,number_theory,117,positive,d2
train-012796,train,257_512|positive|d4_5|number_theory,number_theory,368,positive,d4_5
train-012797,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,311,positive,d4_5
train-012798,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,146,positive,d2
train-012799,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,234,positive,d2
train-012800,validation,129_256|positive|d2|geometry,geometry,196,positive,d2
train-012801,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,325,positive,d2
train-012802,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,250,positive,d1
train-012803,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,271,positive,d2
train-012804,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,295,positive,d3
train-012805,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,98,positive,d1
train-012806,train,129_256|positive|d2|geometry,geometry,237,positive,d2
train-012807,train,le128|positive|d1|algebra,algebra,103,positive,d1
train-012808,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,226,positive,d1
train-012809,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,172,positive,d2
train-012810,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,132,positive,d1
train-012811,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,325,positive,d1
train-012812,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,294,positive,d1
train-012813,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,174,positive,d2
train-012814,train,129_256|positive|d2|number_theory,number_theory,130,positive,d2
train-012815,train,129_256|zero|d1|algebra,algebra,140,zero,d1
train-012816,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,215,positive,d2
train-012817,validation,129_256|positive|d1|algebra,algebra,152,positive,d1
train-012818,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,246,positive,d2
train-012819,train,257_512|positive|d3|combinatorics_probability,combinatorics_probability,267,positive,d3
train-012820,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-012821,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,218,positive,d2
train-012822,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,239,positive,d4_5
train-012823,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,311,positive,d2
train-012824,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,212,positive,d2
train-012825,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,163,positive,d3
train-012826,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,331,positive,d3
train-012827,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,290,positive,d1
train-012828,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-012829,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,102,positive,d1
train-012830,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,153,positive,d1
train-012831,train,129_256|positive|d1|geometry,geometry,178,positive,d1
train-012832,validation,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,340,positive,d3
train-012833,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,148,positive,d4_5
