id,decision,reason_codes,problem_type,question_length,length_bucket,answer_sign,answer_magnitude,has_unit,is_hard_type,template_sha256,leaderboard_near_score,leaderboard_match_id
train-013241,exclude,internal_template_duplicate,number_theory,171,129_256,positive,d3,False,True,0a1d8f68748830557ad47d2ff3a96a8b4613fb237b1b6a4ca33fbbe0538d22b4,,
train-013242,eligible,,geometry,239,129_256,positive,d3,False,True,3c381a88c449ad332455727311a36def9f432c7cae0870b190644a73986c6fec,,
train-013243,exclude,phase1_evaluation_id,arithmetic_word_problem,466,257_512,positive,d4_5,False,False,fa77901865e9d58a53fe0c812eb600f1116ee326a335aac0e090401b5a4c24c2,,
train-013244,eligible,,arithmetic_word_problem,195,129_256,positive,d2,False,False,508d3ed8dfd46281d4c9756dc22a04df4073486e4faaea2f402a6fe1905fee9f,,
train-013246,eligible,,arithmetic_word_problem,277,257_512,positive,d1,False,False,6c73ae232d376be13f64e78326c2136147e6dba74c37a19ab14ddf4d3dd87eb3,,
train-013247,eligible,,arithmetic_word_problem,132,129_256,positive,d1,True,False,abafb898a4c7c02fe8dcb6d6ee39cc6a16c8115471477fc2c672b04ebdbee5d2,,
train-013248,eligible,,arithmetic_word_problem,162,129_256,positive,d1,False,False,93546e2d4ab72d9a889d3f694fe5db80cdfbc867e2ec2bed26d135dac78a6781,,
train-013249,eligible,,algebra,231,129_256,positive,d2,False,False,0b18c20bbc179ad11074b1c5abab536454bdc577de5b0bd0c0f33e9637b4e25b,,
train-013250,eligible,,arithmetic_word_problem,184,129_256,positive,d2,True,False,547f761c2b21303fed7318d7ca4335307fbd45235eeb43a5b51d6f761956933c,,
train-013251,eligible,,arithmetic_word_problem,160,129_256,positive,d2,True,False,a9e7bbc50911a14e82704eefdf24dae87b0b75b884815aec6ddf32cadd1c06c0,,
train-013252,exclude,phase1_evaluation_id,arithmetic_word_problem,93,le128,positive,d1,False,False,01fdaa37126413f02d960fbd9d1246863f81ff651d228f478a8dde63e747f4aa,,
train-013253,eligible,,arithmetic_word_problem,209,129_256,positive,d1,True,False,dab12014629f0b371f742eaee99c1c66e9011e1b34efbded66b3b9ce5314c6cf,,
train-013254,eligible,,arithmetic_word_problem,274,257_512,positive,d2,False,False,02e353fe201eab6b89d89b5e25a977e03afbeadfe63aad01de9cab7edbd1bffd,,
train-013255,exclude,phase1_evaluation_id,arithmetic_word_problem,246,129_256,positive,d2,True,False,ca84793c75f91b03f5b9a91b5478d75092e7454c56abb9de5544ac70b0d75be1,,
train-013256,eligible,,arithmetic_word_problem,142,129_256,positive,d2,True,False,a19200cc9dcdf69c1fffd81aed988d62ae958d20c9014bd0376441e88ced125e,,
train-013257,eligible,,arithmetic_word_problem,148,129_256,positive,d2,True,False,04d9f8a8c45cbde34c42b7ebb0ed27890d80a92bc0cef3647bc910dd9476ce8f,,
train-013258,exclude,phase1_evaluation_id,algebra,73,le128,negative,d1,False,False,c52fa37321e9f6ddd7aa0f7c549f4f6ad590dad5f0cdc24583b1d406da0b0d0f,,
train-013259,eligible,,arithmetic_word_problem,180,129_256,positive,d1,False,False,60f75ba87ede6add54fb2185aee2dc2600eff9a0f7ac8ad41decf644d54604b9,,
train-013260,eligible,,algebra,142,129_256,positive,d3,False,False,ae4bd48551ceca6b7300d8078ee2ed1deb3c5660bf1e27b0327974b48d8365ac,,
train-013261,eligible,,arithmetic_word_problem,312,257_512,positive,d3,True,False,085ad595a9d1a123bdb443ca1bacc44c10f124811a164c79354975b6d7423aee,,
train-013262,eligible,,arithmetic_word_problem,134,129_256,positive,d4_5,True,False,c8e3b2917c24038094645d58373bfcd1b2df3ec96195b3f7529f9127bc4075d9,,
train-013263,eligible,,arithmetic_word_problem,126,le128,positive,d1,False,False,413551bf82966a91a5125a093e48389024266a6f4f49346eec54d66f6d79689e,,
train-013264,eligible,,arithmetic_word_problem,112,le128,positive,d2,True,False,5d157d4ffad66e327c8a1a1efbbb4a032a207fc3de8e425d694f6f3705842b42,,
train-013265,eligible,,arithmetic_word_problem,298,257_512,positive,d3,True,False,1bedfa983fed71dca6753bccbccfd18276d4e9fe5b7c4277d311a3b7ecdcf3a7,,
train-013266,eligible,,combinatorics_probability,392,257_512,positive,d3,False,True,140539c3d2fb86eefb0ad30bedd6fb90ad77e6234e59183ed696e7d2d4f09c28,,
train-013267,exclude,phase1_evaluation_id,arithmetic_word_problem,131,129_256,positive,d2,False,False,2ed24db9b0ef638c93cb7e3ad0c0a25a3d21b2e313fd13bba8aa11617cc86d7b,,
train-013268,eligible,,arithmetic_word_problem,420,257_512,positive,d2,True,False,5a493c60c788343fe20b5ce7a0181e348ec116b4a6d690a54b83ed1ef083e33a,,
train-013269,eligible,,arithmetic_word_problem,245,129_256,positive,d2,False,False,eacf0afdfc1a27f09bbf11f178e8452daebd8079f95b8b51bbd8da759eff085e,,
train-013270,exclude,phase1_evaluation_id,arithmetic_word_problem,223,129_256,positive,d4_5,False,False,4f01e200afad982f342e63edb70192d9c3b194966d705f5ac30c350ed274c30e,,
train-013271,exclude,phase1_evaluation_id,combinatorics_probability,916,gt512,positive,d3,False,True,313131693593bf485e2c93da2e76658616fbefa03f33de40b89f154e0cde4698,,
train-013272,eligible,,arithmetic_word_problem,716,gt512,positive,d1,True,True,c642a257e0b083f6eb7e4294cf36cf174f2b94453174b378b45603acf70ae8e8,,
train-013273,eligible,,arithmetic_word_problem,177,129_256,positive,d2,False,False,3ee81d612f71de2b1d4b8b5c7c7e21cd41368035eca56f4e96ecad7fc20c19f4,,
train-013274,eligible,,algebra,196,129_256,positive,d1,False,False,a628b3b74540da1763d143042142568220523b5747019b42e2a8764297faa45b,,
train-013275,phase2_quality_audit,phase2_quality_audit_excluded_from_sft,arithmetic_word_problem,102,le128,zero,d1,False,False,cbf866a9c64801be8e2d460c0b8f4d4c60bacd6035bfa25601fb9d0d643f8cc8,,
train-013276,eligible,,arithmetic_word_problem,152,129_256,positive,d2,False,False,44ff07aeb88ad8e7a0bb0aabc11495f5c7876edd880888dd83bd6eeb1e91055d,,
train-013277,eligible,,number_theory,186,129_256,positive,d1,False,True,2bd80f8edfaacd2642b1b586262afe7601dc2f5be15c16a26469e1697753e261,,
train-013278,eligible,,arithmetic_word_problem,147,129_256,positive,d1,False,False,b07de13b0e7ad07c1d6b52c49e302d86516dcbd15a2a7e95eddd1a2528360f3e,,
train-013279,eligible,,geometry,217,129_256,positive,d4_5,False,True,68cc99a44f0d2fb31bd2cfea6c38f6d8bfdac1132076eab77ec4f84a087e322c,,
train-013280,eligible,,arithmetic_word_problem,137,129_256,positive,d2,False,False,2ac5333d2aeab42ceb07527933c32aa82250b149ad8138bd5871fb2d62467bd7,,
train-013281,eligible,,arithmetic_word_problem,122,le128,positive,d2,False,False,2da1488b3acf07750ce76e76632aab337ff55cc973005df6da7bfa8728724bbb,,
train-013282,eligible,,arithmetic_word_problem,197,129_256,positive,d2,False,False,31bcaa2870a70bd4f4c957455814d9edd7e415b3a331c82c58f2683f7e72cdba,,
train-013283,eligible,,arithmetic_word_problem,150,129_256,negative,d1,False,False,aa9e749f44337d7b3a1329b6073b65dd7c44359505a7ac66a96423240b2ab993,,
train-013284,eligible,,arithmetic_word_problem,263,257_512,positive,d1,True,False,5ffce82c4f7ae03fe3c18af031f9d53c275b6b0363845d7583b85d477ad59912,,
train-013285,exclude,phase1_evaluation_id,arithmetic_word_problem,282,257_512,positive,d1,False,False,e9b9bae91e75427ee9c737e088adec4f1a353b0fa770b4a82932a204ccb05824,,
train-013286,eligible,,arithmetic_word_problem,229,129_256,positive,d2,True,False,ab03505658766b969143dec82d91eff385166a330b8c8cd4d66f9162df09f68e,,
train-013287,eligible,,geometry,503,257_512,positive,d2,False,True,e8ff6a18ff91e9a80d98134d2a7301ff1f6bea481f112adbf84bf17e813e04f4,,
train-013288,eligible,,number_theory,95,le128,positive,d1,False,True,fea517d187f37e38b900c5456cd290ac84ebcc102238494d39961ee2f80e07de,,
train-013289,eligible,,arithmetic_word_problem,215,129_256,positive,d4_5,False,False,462f723343db722560dd1638883ee83026f4ecf62dbf1d92595a74a762dd6151,,
train-013290,eligible,,arithmetic_word_problem,200,129_256,positive,d2,True,False,2aafc0070fe8f3595ea2dc8d49eef4a53eb4b6d6b3f2497e6034c10b405ec615,,
train-013291,exclude,phase1_evaluation_id,arithmetic_word_problem,99,le128,positive,d4_5,False,False,ac6fb91fb31ea30983ef06e102de15750aa6119b787965b21a583b98cdce0d36,,
train-013292,eligible,,arithmetic_word_problem,219,129_256,positive,d4_5,False,False,746c96437fc97862c7b385bebf03d92c61273a8c1f14fc09def9f637286bdd9c,,
train-013293,exclude,phase1_evaluation_id,arithmetic_word_problem,263,257_512,positive,d2,False,False,38d460a7bb3ebaa54b8a50114d40df23d270a737b35ff57069c7a37484ae4a28,,
train-013294,exclude,phase1_evaluation_id,number_theory,111,le128,positive,d2,False,True,134b009d0c06d503c1bbdf07e5753736230146aab0d956d4bf6e5f9c34c274b8,,
train-013295,eligible,,arithmetic_word_problem,215,129_256,positive,d2,True,False,4c65ac2e416201ce2c25ac5f91105248e5d8f1188f52b9c84b715ebe31d76f8f,,
train-013297,eligible,,arithmetic_word_problem,250,129_256,positive,d1,True,False,f5694911de3ccba79b7f146e69076f9289a633466734e21aaf118e01740fe9b1,,
train-013298,eligible,,algebra,215,129_256,positive,d1,True,False,4b274f36790db83ef8abd1dcff4f9fd2b51aa53fd42a1038da0ff5b2031479f7,,
train-013299,eligible,,arithmetic_word_problem,164,129_256,positive,d1,False,False,69ff9f62b38edaebd12e3b58ef610c7b5aa00401d41ac7a6ac00902f491ec608,,
train-013300,eligible,,arithmetic_word_problem,454,257_512,positive,d2,True,False,b9c3cbcaf724977fec51b2b7f6c98ed4dd7db5aff4c63f18080bc43634669c8a,,
train-013301,eligible,,arithmetic_word_problem,332,257_512,positive,d2,True,False,6c99b435786ab50104216b7b9e43de9023a4b5b9ecf574e7b6f2f91afeedfcc2,,
train-013302,eligible,,algebra,91,le128,positive,d3,False,False,16e53fdad2e1a1b8f9caac9d61893eef8c224a0a425708c9f3989160d1aa89a8,,
train-013303,eligible,,arithmetic_word_problem,73,le128,positive,d6_plus,False,True,f2b243bbeff7162ae91079515c3f3dbf1e6b0480475bd0708468d7d4d4167ca6,,
train-013304,eligible,,arithmetic_word_problem,263,257_512,positive,d1,False,False,8ea28ccf4faf4eddb85c59ff49993e24588f5031b7c26ada9f2cd3574d6260cf,,
train-013305,eligible,,geometry,278,257_512,positive,d1,False,True,e65dc1601e62ffc74175d92179c6ab6a8705ce1051f0d105e413096ac3fb04cc,,
train-013306,eligible,,combinatorics_probability,254,129_256,positive,d1,False,True,4ab3522e125df0a71f1409fa860e3d5febce678269065d18e315cb797ab662d4,,
train-013307,exclude,phase1_evaluation_id|leaderboard_near_duplicate,geometry,447,257_512,positive,d4_5,False,True,5b7ca7b7a0fc1788d98e7841a099136577b6a959d742d756ead835f93316a5db,0.902913,val-000203
train-013308,eligible,,algebra,108,le128,positive,d4_5,False,False,88ebdffa98f9105f3ad87a2a57ec6b5521fcc55109212dfae3858e824501dc4a,,
train-013309,exclude,phase1_evaluation_id,algebra,247,129_256,positive,d6_plus,False,True,b0deea1d684db77d928e6f1e4dd69e50a0a6e8bbb53eb35d781ea6f0f8cc6931,,
train-013310,eligible,,algebra,132,129_256,positive,d3,False,False,766701e7ffaa251236e1b8e864e16b37effe50f4f8b588b78dcd137e26a09739,,
train-013311,eligible,,arithmetic_word_problem,124,le128,positive,d2,False,False,2cdbfe8a4da7dc10da9b827d5566a3a107dc53199cf63a7b06fac1f366ff473a,,
train-013312,eligible,,arithmetic_word_problem,196,129_256,positive,d3,True,False,d32ce73316a6accf06294ad07cb11ff5b16f056b5dd374bee4d3b126bf3482e6,,
train-013313,eligible,,arithmetic_word_problem,432,257_512,positive,d2,True,False,a61dfd5ffc6dfb962b04b180c036897e36063c667a18fd433953a2bd9b15636a,,
train-013314,eligible,,arithmetic_word_problem,372,257_512,positive,d2,True,False,1efc9cd3b54e65f924ad164e56ef71c48c2d365d5277cc3e4fa07a251019011c,,
train-013315,eligible,,arithmetic_word_problem,214,129_256,positive,d3,False,False,96b60362409eed2e6b9c561cd8f31e09cde1a2a92188028bd3e7659e2356be81,,
train-013316,eligible,,arithmetic_word_problem,217,129_256,positive,d2,False,False,d00f4fd9e4fa5d36688fbccbfb700a41d6212dbb485aa39a440a94a1d2d94ea1,,
train-013317,eligible,,arithmetic_word_problem,204,129_256,positive,d3,True,False,ded53524a601224b0e38e464f5657223d327ece5c880d578fece752c314989c4,,
train-013318,eligible,,arithmetic_word_problem,271,257_512,positive,d2,True,False,6f6d065063058d68dfe87f922bd02ff600171bce681bbfc865dfd01f33eb4d3f,,
train-013319,eligible,,geometry,69,le128,positive,d1,False,True,51480f3756c6eefa0505b5ee2d12b1fbd082f297212c20ef176ad2fdf21a1b47,,
train-013320,eligible,,arithmetic_word_problem,322,257_512,positive,d3,True,False,9e23605f9361b011d84e08f15e2f4ec5b9df49e70b28ee84a8522e82dc7aea44,,
train-013321,eligible,,arithmetic_word_problem,155,129_256,positive,d2,False,False,42820ea55b0e377b00396c674b721c838d01a6adf641b63d7f8eedcd8999bd0f,,
train-013322,exclude,phase1_evaluation_id,arithmetic_word_problem,162,129_256,positive,d2,True,False,c606657130dd10e9123b27d6d4d53653d5387233770ee7a4653371923fea56a5,,
train-013323,eligible,,arithmetic_word_problem,162,129_256,positive,d4_5,False,False,9bee09c1ae31304f35e5b2bcc3867b505c72cca687727acb219a76e97c00881a,,
train-013324,eligible,,arithmetic_word_problem,223,129_256,positive,d3,True,False,7caa5d60310b690aee83ddb9c0ce44c2dcb6229504472d404a85bf4932281507,,
train-013325,eligible,,arithmetic_word_problem,123,le128,positive,d2,False,False,d4eb62a81ba50389de1f4d53c6c42b891a2d22bdffcb16c5228ba2bb4aba0b58,,
train-013326,eligible,,arithmetic_word_problem,204,129_256,positive,d3,True,False,0ef0fd8ab968428250e78a9a5302c385ef818638e85a35b6574cf39bf18c4613,,
train-013327,eligible,,arithmetic_word_problem,159,129_256,negative,d1,False,False,36778684c59ada56c7a6ef7f75cd5e1e5d8b45240e0945f5638ef7e3719a2106,,
train-013328,exclude,phase1_evaluation_id,arithmetic_word_problem,445,257_512,positive,d1,False,False,db4ecac70c7b78daca815437304795ecd82fe727d9c7f546a39a138446869f83,,
train-013329,eligible,,arithmetic_word_problem,295,257_512,positive,d1,True,False,fe68f453962a4eec1ccce72e3af1053e20b288485071f7e25b8162c77940ca01,,
train-013330,eligible,,arithmetic_word_problem,233,129_256,positive,d3,False,False,6e26ab60f1c5cc304a00b1a7866d4c44fb88889ebcc327b962bd96b3624b4c0f,,
train-013331,eligible,,algebra,241,129_256,positive,d1,False,False,55ce0f20ba2ead50aa9ca7d3ec27411f29d880b347f48d358b87ad0885afb5d5,,
train-013332,eligible,,geometry,439,257_512,positive,d2,False,True,c74d08c896ca332efd242b5b309aef55481a4c528f433fc4986b31290bc33bf5,,
train-013333,eligible,,number_theory,166,129_256,positive,d2,False,True,c1109d399759dc5dcdd7d1e384441caa0dddf3695d24f01f7da160b87e5d9f91,,
train-013334,eligible,,arithmetic_word_problem,164,129_256,positive,d3,False,False,84737caa0ab7800808fb554c1915a9f8e7fb49c18639e5b6babddcbb0129fcd1,,
train-013335,exclude,phase1_evaluation_id,arithmetic_word_problem,170,129_256,positive,d3,True,False,bcc111e407dcedf571b4180287fb2b576ebd597d7af400fee88b13a63264372c,,
train-013336,eligible,,arithmetic_word_problem,236,129_256,positive,d1,False,False,4d4864b539fba64e8138d6edbcb3b121d69ca4ad5954d7d3177e6a968521f404,,
train-013337,eligible,,arithmetic_word_problem,187,129_256,positive,d2,False,False,7bb1035c6a9613c6568b21b79fb50a1744fe2a0628ac4cb11e79dfac9a5f835c,,
train-013338,eligible,,arithmetic_word_problem,212,129_256,positive,d4_5,False,False,6afa5f3e2837e16a563d9b184dfcac35a828285f886db59da1d2366104177c12,,
train-013339,exclude,phase1_evaluation_id,arithmetic_word_problem,475,257_512,positive,d1,True,False,94dd40b8ef3f63e61d1f2bf50f2264ed615b2ee5fbe3100b37aa70401e69a7e7,,
train-013340,eligible,,arithmetic_word_problem,222,129_256,positive,d1,False,False,e66a111bf06ca61e8a5a0eec25cf2fc532fc2de0758f92dce81699ad0f76711f,,
train-013342,eligible,,arithmetic_word_problem,297,257_512,positive,d1,False,False,cf7cd58b4a504d0614d467401c0afabb4e34fd16e61584059047467056035192,,
train-013343,eligible,,arithmetic_word_problem,229,129_256,positive,d3,True,False,fc2c221271f8c16fc610a6b4ae701ef1d54c5e4171ee7caa0cce41f33e71ec14,,
train-013344,eligible,,arithmetic_word_problem,196,129_256,positive,d3,False,False,4c23ed85d842151d58327dffbf87eda040854508314fa925cf09baf41f5e3b5e,,
train-013345,eligible,,arithmetic_word_problem,158,129_256,positive,d2,True,False,e41f2410669efa7ee3417981e089f6e350308d167572db6e83dfc2aecdfc98be,,
train-013346,eligible,,arithmetic_word_problem,381,257_512,positive,d4_5,False,False,b097868c5bf95977563616e3f032b584253c2f1362cebaad263685c645af6c2c,,
train-013347,exclude,phase1_evaluation_id,arithmetic_word_problem,246,129_256,positive,d2,True,False,47b6985fd19e8c9791013d67e68faba5e640550cfe3cae501744cc0c2e3febb2,,
train-013348,eligible,,geometry,177,129_256,positive,d2,False,True,1007530b5839cc2abf97b8b9871d93e063cb6718b3279d523bbf01555f9ab954,,
train-013350,eligible,,geometry,209,129_256,positive,d2,False,True,14df36b4e03c6ef7fbde095a75197f7e0ffb6ec57eda080e94e1fe93fdd0c498,,
train-013351,exclude,phase1_evaluation_id,arithmetic_word_problem,183,129_256,positive,d3,True,False,01babe15fb3fa1503a35a5a19cc43eb94ee214bdd6c46a30ab8600eb2728896b,,
train-013352,eligible,,arithmetic_word_problem,220,129_256,positive,d1,True,False,ba99c54c4526016a286b578a6dab7693d7355e4750d1a48631ec36df6aead6fe,,
train-013353,eligible,,arithmetic_word_problem,465,257_512,positive,d1,True,False,f72875e5c494086e0a5fd0a8b75dcfa06e0582a02fc40f901c04ed58e19bfb75,,
train-013354,eligible,,arithmetic_word_problem,160,129_256,positive,d2,True,False,fbcaafe63d99e0c3fa0cde528789ab0286b1e3784e0605731a970b37ab2648f0,,
train-013355,exclude,phase1_evaluation_id,arithmetic_word_problem,139,129_256,positive,d3,True,False,f7aced5e68129c612ba4a77bfd2cc931142efb04322e74582d183c2a802cbb49,,
train-013356,exclude,phase1_evaluation_id,algebra,237,129_256,positive,d4_5,False,False,387e5de99ee2d57242d49f576b196bad0e89b40757a6fd307dafef41538c54c5,,
train-013357,eligible,,arithmetic_word_problem,167,129_256,positive,d2,True,False,8ca85a6645c0e8ec69b626107503e186199a920802e5c4453b6f5b6f573d53b8,,
train-013358,eligible,,algebra,147,129_256,positive,d3,False,False,2676da1833d21b6f613a96b3f6f462fa238ec28a536b30e1c01758c5a5901a53,,
train-013359,eligible,,arithmetic_word_problem,36,le128,positive,d3,False,False,157de2afafdfa9671ed01aa32fcc1e02222578a960285d4c52843a200d7b3517,,
train-013360,eligible,,combinatorics_probability,391,257_512,positive,d2,False,True,5c49690d8c5caa2c9fc2e8b97b86aa82ed641e702a67732e74c1f960563dee3f,,
train-013361,eligible,,geometry,119,le128,positive,d2,False,True,fa881240d3a55fec2a0be254de5b7f0cbb1ad5ddc63e0aa71f8ec12f5879afb7,,
train-013363,eligible,,arithmetic_word_problem,128,le128,positive,d1,False,False,1bc786f7a1c786ee1e894683e7bb4ea3d4e478dec74a014d768f9e82b11d313e,,
train-013364,eligible,,arithmetic_word_problem,398,257_512,positive,d3,False,False,e4cd10372e13d00cfb4bde5a89620821594b68403e00f6c6557cc36a926c3716,,
train-013365,eligible,,arithmetic_word_problem,104,le128,positive,d1,False,False,2c9fb00d03dae5eff1aff094cfb4799c7b1f6c7ac906087a98271862c0123d3e,,
train-013366,eligible,,arithmetic_word_problem,130,129_256,positive,d2,True,False,ed1df2d5e756d59cd8eb8c0c29ed14db5e0d276d29cdaf36f9e83e301883e3ab,,
train-013367,eligible,,arithmetic_word_problem,227,129_256,positive,d2,True,False,36a1404ed6151dfef03197af9ae98ee9c27d17d1448abe06c932b80d0e6033c2,,
train-013368,exclude,phase1_evaluation_id,arithmetic_word_problem,293,257_512,positive,d3,False,False,eaf40bd29aa97a9dcda5160befa3ee24482e2c2e3ccc001386a122594a6092b0,,
train-013369,eligible,,algebra,218,129_256,positive,d4_5,False,False,df6c0d61766293fd3fc60c4c2f1c19a693a09aa8240d534e98f4b1f6d7be1787,,
train-013370,exclude,phase1_evaluation_id,arithmetic_word_problem,393,257_512,positive,d2,False,False,0a11e3349f398a8792cb7712e3d8b74155949cf885b08323dd9e2476fe10bd27,,
train-013371,eligible,,arithmetic_word_problem,157,129_256,positive,d3,False,False,874fe3967967222b54bd34ffaa4c5588ef3609b1e0b128919da5502485e90e03,,
train-013372,exclude,phase1_evaluation_id,combinatorics_probability,301,257_512,positive,d2,True,True,becd90556c5dc09c84fd8fca38d66a02fa12ea002265e4df7b35d24ca4e11ae6,,
train-013373,eligible,,arithmetic_word_problem,114,le128,positive,d2,True,False,6d99bfb333f251c649ec53db4aa9ddd7aabce6487c6ee16c5c3f9170fa01d642,,
train-013374,eligible,,geometry,130,129_256,positive,d2,True,True,5fcf38041f0d87da02b893cdc3768b27cdee8b597eba4182e7df17e4453311b7,,
train-013375,eligible,,arithmetic_word_problem,225,129_256,positive,d1,False,False,bd938807ee4a4b84669cf5c25f3bbba009a51d1c524ab2d9ad31a1dcb95a2b81,,
train-013376,eligible,,arithmetic_word_problem,219,129_256,positive,d2,False,False,900eb7e5550e79ae66b69504709d834fdee0d58ff46b36dfb772d8be38b94f51,,
train-013377,eligible,,geometry,321,257_512,positive,d1,False,True,1109adea399b06bf7c7223a37046d0e16a724f1e7218a5b70726f5c42a681230,,
train-013378,exclude,phase1_evaluation_id,arithmetic_word_problem,161,129_256,positive,d4_5,True,False,dffc746ee7ca4a456075d117ebc9c18375c355e18b302eb7773bb4be55c1b75d,,
train-013379,eligible,,arithmetic_word_problem,143,129_256,positive,d2,False,False,19654d9f1ad6fb0579e74cbc32813b68ba76054f790afcd2239b700fd29fde19,,
train-013380,eligible,,arithmetic_word_problem,182,129_256,positive,d2,False,False,9375f47537abfd3f8a96fc60607f4f2eebef5206255fd6ae50bd74e0742e4c3c,,
train-013381,exclude,phase1_evaluation_id,arithmetic_word_problem,577,gt512,positive,d1,False,False,1c34ed27470d70d402d42c5d173f385f60957219408a6322b69b122c44cb813e,,
train-013382,eligible,,arithmetic_word_problem,109,le128,positive,d2,False,False,c43ff19a8e336fe2f5d711db7b7ca9b9048eef622c462ff0c840b9c0dbd91195,,
train-013383,exclude,phase1_evaluation_id,arithmetic_word_problem,187,129_256,positive,d2,False,False,e91b80d44b6bbf7affaca3c18b5b8bd520219a5796afa2ef9ca573d8416e8d26,,
train-013384,phase2_schema_smoke,phase2_schema_smoke_excluded_from_sft,algebra,138,129_256,negative,d1,True,False,30f8f4535e58a5d5a4abd698dbc844e8915063ee1f2ee534c3a298a0413a5694,,
train-013385,eligible,,arithmetic_word_problem,129,129_256,positive,d2,False,False,b6677365cc0da027de5d95e1dd22931c2b1b6863f78e2aaec347d5565975fce8,,
train-013386,eligible,,arithmetic_word_problem,284,257_512,positive,d2,True,False,a2e3a14787df262491df6542d7629de3a05087c4600d0f4a8fb2e1366105d294,,
train-013387,eligible,,arithmetic_word_problem,172,129_256,positive,d2,False,False,5fdac41c5000af567b405b0cc310905f93f1e96b5bba4cf3cef6d9458bf143ba,,
train-013388,phase2_schema_smoke,phase2_schema_smoke_excluded_from_sft,combinatorics_probability,497,257_512,positive,d6_plus,False,True,51f09931d4e0c0a860eae425020c2694fe82ba36ad0265b2718661e7039dd24c,,
train-013389,eligible,,arithmetic_word_problem,245,129_256,positive,d3,False,False,2b96336f99904870bab757a2a6275725b30fab9877b7955da46f0d55a8aad0bf,,
train-013390,exclude,phase1_evaluation_id,combinatorics_probability,318,257_512,positive,d2,False,True,8cd6f665c6e9536989609d3cef923090d1da9f43cdbd12eac3b8f6e2679275e5,,
train-013391,eligible,,arithmetic_word_problem,54,le128,positive,d2,False,False,24af462033865340993f2e2992ce2dbc575c3b0b987a61a0c9fb0cf87d6ae1ba,,
train-013392,exclude,phase1_evaluation_id,arithmetic_word_problem,128,le128,positive,d1,False,False,e940beacad422c8f858b63e20ca80d360f9baf66f8aeb2635a8dab7a1270ac40,,
train-013393,eligible,,algebra,698,gt512,positive,d1,False,True,b42fadfc0e66de6d2cf424375089781e9a6832df4d062fed96b934de28069802,,
train-013394,eligible,,arithmetic_word_problem,244,129_256,positive,d3,True,False,4e786507e2e7cf660c2e55af76c9b021b0f0d101376f1b531e0b87cce30b6337,,
train-013395,eligible,,algebra,82,le128,positive,d2,False,False,368897ed15f11beb19eeae2d03d26a513a874958ba9e5720612f77008f00e53e,,
train-013397,eligible,,arithmetic_word_problem,320,257_512,positive,d4_5,False,False,eee084922b0903ef3b7f9bbd5c51990371c306a346cfa0231222078b6b307cb6,,
train-013398,eligible,,arithmetic_word_problem,209,129_256,positive,d3,True,False,924d7a5db203d75ce0add2fb3f97698527f3de4bc71204d6a184a1f7d157a5d3,,
train-013399,eligible,,arithmetic_word_problem,213,129_256,positive,d1,True,False,49bd30978547f04d31bf12ff7417fd06d45df86f9709631813c29a57625e1671,,
train-013400,eligible,,arithmetic_word_problem,173,129_256,positive,d3,False,False,681709f7e8b4ad9f789f9d6fb45a5a2535ac4c78cd54c536aa98bdb6a76a5278,,
train-013401,eligible,,arithmetic_word_problem,220,129_256,positive,d2,True,False,5a517523635876dbcde73ad88386743124642778cd28fdc9a36ed37681768c39,,
train-013402,eligible,,arithmetic_word_problem,313,257_512,positive,d2,False,False,ba7fd23a49fef43c048189264e797c8b2c3c3144384a5e84042b2d4af97468ae,,
train-013403,eligible,,arithmetic_word_problem,413,257_512,positive,d2,False,False,b8b2eff4df84541ab6c9a3b66ba0dd80dda55f80b2465b39ef05325c5bbd8609,,
train-013404,eligible,,arithmetic_word_problem,246,129_256,positive,d2,True,False,d0d2cffe6a4ba097631cd7410b499f7ed6b47fa5525f5209f88547876bb76106,,
train-013405,eligible,,arithmetic_word_problem,211,129_256,positive,d3,False,False,b5c96d4146c6bd9a7481cf024ace684f03b8bc0149500c73e58141df300e73a9,,
train-013406,exclude,phase1_evaluation_id,arithmetic_word_problem,185,129_256,positive,d2,True,False,d1d0bbedc68a043635e48e97567d1a8555f51e49147e3dfa4b8cbec0e5ed2a95,,
train-013407,eligible,,geometry,132,129_256,positive,d2,False,True,4b7c7c5ac499ac03d49581905731e5bbadaef6d773def6f0366baf4aac24088f,,
train-013408,eligible,,arithmetic_word_problem,444,257_512,positive,d3,True,False,b3b70a7864e2bc9fa39238b25aada068ec65cf5bfc5d4f1ba5f5869da2803b79,,
train-013409,eligible,,arithmetic_word_problem,77,le128,positive,d2,False,False,8fb4c28a936525d425d4b32832fb0210b20e5fb228b6891415854e4e13a65e84,,
train-013410,exclude,multiple_outputs,arithmetic_word_problem,321,257_512,positive,d1,False,False,5034e23d7b6b7d7eafde4d8f86b6aa81eb340c483c65d2fa39319b72462431a1,,
train-013411,eligible,,algebra,289,257_512,positive,d3,False,False,db38780ef7f2a05d441bef4ad453be8544a0b771c2aabae6d2c3a2ffaf1db5a5,,
train-013412,eligible,,arithmetic_word_problem,114,le128,positive,d2,False,False,ee5c21f7bd34c841c9134f3db3ff00af822bc7c879be356929b2d08fd5965453,,
train-013413,eligible,,arithmetic_word_problem,320,257_512,positive,d2,True,False,40250ec29571f92046cafdef2257c686f37cabe8e7c74bce79116cf87f067d52,,
